Transaction_ID,Customer_ID,Amount,Hour,Location,Device,Merchant,Is_International,Transactions_Last_1H,Fraud
TXN007501,CUST0207,29891,19,Lucknow,MacBook,Fuel,No,2,0
TXN007502,CUST0059,7195,14,Bengaluru,Windows,Grocery,No,2,0
TXN007503,CUST0505,5714,17,Jaipur,MacBook,Grocery,No,2,0
TXN007504,CUST0650,3044,4,Delhi,MacBook,Restaurant,No,2,0
TXN007505,CUST0264,3141,3,Kolkata,Windows,Grocery,No,5,0
TXN007506,CUST0476,100,11,Kolkata,MacBook,Travel,No,1,0
TXN007507,CUST0908,967,12,Bengaluru,Android,Gaming,No,4,0
TXN007508,CUST0267,674,9,Lucknow,Windows,Electronics,No,2,0
TXN007509,CUST0803,3034,18,Chennai,iPhone,Crypto,No,1,0
TXN007510,CUST0445,869,20,Jaipur,MacBook,Gaming,No,4,0
TXN007511,CUST0136,954,13,Bengaluru,MacBook,Grocery,No,2,0
TXN007512,CUST0742,4968,12,Lucknow,iPhone,Electronics,No,4,0
TXN007513,CUST0365,3087,23,Hyderabad,Windows,Fuel,No,5,0
TXN007514,CUST0602,2870,10,Ahmedabad,Windows,Crypto,No,3,0
TXN007515,CUST0895,2093,19,Chennai,MacBook,Shopping,No,5,0
TXN007516,CUST0461,2031,8,Jaipur,MacBook,Fuel,No,5,0
TXN007517,CUST0044,4825,5,Chennai,MacBook,Gaming,No,4,0
TXN007518,CUST0087,772,20,Ahmedabad,Windows,Shopping,No,4,0
TXN007519,CUST0926,100,7,Lucknow,iPhone,Grocery,No,5,0
TXN007520,CUST0993,1808,1,Bengaluru,,Shopping,No,4,0
TXN007521,CUST0618,23354,9,Delhi,Android,Fuel,No,5,0
TXN007522,CUST0733,255,6,Mumbai,MacBook,Grocery,No,1,0
TXN007523,CUST0163,2894,9,Mumbai,iPhone,Travel,No,2,0
TXN007524,CUST0868,13199,6,Bengaluru,Windows,Fuel,No,3,0
TXN007525,CUST0072,2566,5,Lucknow,,,No,4,0
TXN007526,CUST0753,781,0,Kolkata,iPhone,Grocery,No,1,0
TXN007527,CUST0021,5959,12,Kolkata,MacBook,Gaming,No,5,0
TXN007528,CUST0723,674,9,Mumbai,MacBook,Crypto,No,3,0
TXN007529,CUST0566,426,4,Mumbai,MacBook,Travel,No,3,0
TXN007530,CUST0720,100,20,Lucknow,Windows,Travel,No,1,0
TXN007531,CUST0706,14223,7,Delhi,Android,Shopping,No,5,0
TXN007532,CUST0905,9781,6,Mumbai,iPhone,Crypto,No,5,0
TXN007533,CUST0774,6224,0,Pune,MacBook,Crypto,No,1,0
TXN007534,CUST0141,1068,19,Ahmedabad,iPhone,Shopping,No,2,0
TXN007535,CUST0704,990,17,Bengaluru,Android,Fuel,No,3,0
TXN007536,CUST0679,8408,6,Ahmedabad,Windows,Fuel,No,5,0
TXN007537,CUST0044,2000,9,Chennai,MacBook,,No,1,0
TXN007538,CUST0078,100,11,Ahmedabad,iPhone,Shopping,No,2,0
TXN007539,CUST0953,3848,8,Pune,iPhone,Restaurant,No,5,0
TXN007540,CUST0662,534,23,Kolkata,Android,Fuel,No,5,0
TXN007541,CUST0214,3879,6,Delhi,iPhone,Fuel,No,3,0
TXN007542,CUST0667,4432,15,Pune,iPhone,Restaurant,No,3,0
TXN007543,CUST0025,2406,14,Jaipur,Android,Restaurant,No,1,0
TXN007544,CUST0841,27007,6,Delhi,MacBook,Grocery,No,1,0
TXN007545,CUST0454,5310,16,Ahmedabad,MacBook,Travel,No,3,0
TXN007546,CUST0001,722,1,Hyderabad,iPhone,Travel,No,4,0
TXN007547,CUST0815,578,20,Ahmedabad,iPhone,Grocery,No,2,0
TXN007548,CUST0402,2004,14,Mumbai,Windows,Electronics,No,2,0
TXN007549,CUST0996,12546,8,Pune,iPhone,Travel,No,1,0
TXN007550,CUST0851,1832,13,Jaipur,Windows,Travel,No,4,0
TXN007551,CUST0426,17298,22,Kolkata,MacBook,Restaurant,No,3,0
TXN007552,CUST0669,1784,7,Jaipur,Windows,Fuel,No,4,0
TXN007553,CUST0541,241,5,Ahmedabad,Windows,Gaming,No,4,0
TXN007554,CUST0208,4208,1,Chennai,Android,Crypto,No,1,0
TXN007555,CUST0082,22017,15,Hyderabad,MacBook,Crypto,No,3,0
TXN007556,CUST0027,2831,23,Delhi,Windows,Restaurant,No,3,0
TXN007557,CUST0423,2884,21,Hyderabad,Windows,Travel,No,5,0
TXN007558,CUST0671,7850,13,Pune,iPhone,Shopping,No,5,0
TXN007559,CUST0486,567,15,Lucknow,Windows,Grocery,No,2,0
TXN007560,CUST0230,1465,9,Lucknow,MacBook,Electronics,No,3,0
TXN007561,CUST0118,600,6,Lucknow,Android,Grocery,No,2,0
TXN007562,CUST0545,637,20,Bengaluru,MacBook,Travel,No,4,0
TXN007563,CUST0988,5842,10,Bengaluru,Android,Crypto,No,4,0
TXN007564,CUST0371,1360,12,Pune,iPhone,Electronics,No,3,0
TXN007565,CUST0691,20333,8,Jaipur,Windows,Shopping,No,5,0
TXN007566,CUST0460,817,11,Mumbai,iPhone,Crypto,No,3,0
TXN007567,CUST0644,2157,5,Lucknow,Windows,,No,4,0
TXN007568,CUST0035,523,10,Delhi,iPhone,Crypto,No,3,0
TXN007569,CUST0517,4359,22,Bengaluru,iPhone,Grocery,No,1,0
TXN007570,CUST0968,1056,17,Jaipur,iPhone,Restaurant,No,4,0
TXN007571,CUST0064,2465,8,Jaipur,MacBook,Travel,No,2,0
TXN007572,CUST0887,2903,16,Bengaluru,iPhone,Travel,No,5,0
TXN007573,CUST0239,9729,8,Jaipur,Android,Electronics,No,2,0
TXN007574,CUST0026,2022,4,Bengaluru,Windows,Gaming,No,2,0
TXN007575,CUST0563,1150,10,Kolkata,iPhone,Restaurant,No,3,0
TXN007576,CUST0063,3479,4,Pune,iPhone,Grocery,No,3,0
TXN007577,CUST0716,100,13,Delhi,iPhone,Grocery,No,5,0
TXN007578,CUST0730,511,14,Bengaluru,MacBook,Electronics,No,2,0
TXN007579,CUST0500,1407,5,Bengaluru,Windows,Fuel,No,1,0
TXN007580,CUST0360,272,14,Mumbai,iPhone,Fuel,No,3,0
TXN007581,CUST0911,1529,13,Lucknow,MacBook,,No,1,0
TXN007582,CUST0759,3536,15,Moscow,Windows,Fuel,Yes,2,0
TXN007583,CUST0760,4147,16,Mumbai,iPhone,Electronics,No,1,0
TXN007584,CUST0716,1668,20,Delhi,Android,Fuel,No,4,0
TXN007585,CUST0436,6579,13,Delhi,iPhone,Crypto,No,2,0
TXN007586,CUST0319,1811,23,Lucknow,Android,Crypto,No,4,0
TXN007587,CUST0902,1825,12,Bengaluru,MacBook,Restaurant,No,2,0
TXN007588,CUST0320,27714,14,Bengaluru,Windows,Restaurant,No,2,0
TXN007589,CUST0264,5649,15,Jaipur,Windows,Crypto,No,4,0
TXN007590,CUST0044,2767,21,Chennai,MacBook,Gaming,No,1,0
TXN007591,CUST0654,2901,8,Kolkata,MacBook,Gaming,No,5,0
TXN007592,CUST0145,5406,10,Bengaluru,Android,Restaurant,No,2,0
TXN007593,CUST0980,1818,10,Mumbai,Unknown,Grocery,No,5,1
TXN007594,CUST0777,847,2,Lucknow,Android,Electronics,No,3,0
TXN007595,CUST0276,4117,4,Pune,MacBook,Fuel,No,1,0
TXN007596,CUST0355,1637,10,Ahmedabad,Windows,Restaurant,No,1,0
TXN007597,CUST0571,1367,3,Kolkata,Windows,Gaming,No,1,0
TXN007598,CUST0801,1102,19,Jaipur,MacBook,Crypto,No,4,0
TXN007599,CUST0438,485,21,Jaipur,MacBook,Fuel,No,2,0
TXN007600,CUST0100,1364,12,Chennai,Windows,Shopping,No,2,0
TXN007601,CUST0410,388,9,Hyderabad,iPhone,Grocery,No,2,0
TXN007602,CUST0985,4413,11,Lucknow,Windows,Restaurant,No,1,0
TXN007603,CUST0034,6983,3,London,iPhone,Crypto,Yes,4,0
TXN007604,CUST0877,1627,19,Chennai,Windows,Travel,No,5,0
TXN007605,CUST0782,3279,14,Delhi,Android,Gaming,No,1,0
TXN007606,CUST0370,1493,13,Chennai,iPhone,,No,5,0
TXN007607,CUST0201,7111,5,Mumbai,MacBook,Shopping,No,3,0
TXN007608,CUST0314,2524,11,Ahmedabad,iPhone,Shopping,No,4,0
TXN007609,CUST0896,703,15,Chennai,iPhone,Shopping,No,4,0
TXN007610,CUST0513,1147,13,Hyderabad,Windows,Electronics,No,3,0
TXN007611,CUST0737,4615,9,Jaipur,MacBook,Fuel,No,1,0
TXN007612,CUST0678,100,12,Hyderabad,iPhone,Crypto,No,4,0
TXN007613,CUST0579,1395,4,Mumbai,iPhone,Grocery,No,3,0
TXN007614,CUST0144,2222,18,Mumbai,iPhone,,No,1,0
TXN007615,CUST0092,9404,19,Chennai,Android,Electronics,No,2,0
TXN007616,CUST0658,1709,20,Hyderabad,Windows,Gaming,No,5,0
TXN007617,CUST0922,1238,5,Mumbai,iPhone,Shopping,No,5,0
TXN007618,CUST0492,6885,4,Bengaluru,MacBook,Grocery,No,2,0
TXN007619,CUST0524,6493,4,Ahmedabad,iPhone,Shopping,No,5,0
TXN007620,CUST0775,1997,19,Delhi,MacBook,Fuel,No,3,0
TXN007621,CUST0911,574,0,Dubai,MacBook,Travel,Yes,5,0
TXN007622,CUST0306,715,15,Bengaluru,Android,Grocery,No,4,0
TXN007623,CUST0526,2656,1,Bengaluru,Android,Grocery,No,1,0
TXN007624,CUST0335,822,21,Pune,Windows,Grocery,No,1,0
TXN007625,CUST0824,3277,22,Ahmedabad,Android,Electronics,No,2,0
TXN007626,CUST0940,1500,7,Lucknow,MacBook,Gaming,No,3,0
TXN007627,CUST0201,20009,5,Mumbai,MacBook,Fuel,No,3,0
TXN007628,CUST0273,1450,18,Kolkata,iPhone,Restaurant,No,5,0
TXN007629,CUST0084,292,21,Hyderabad,,Fuel,No,5,0
TXN007630,CUST0389,1989,19,Kolkata,Windows,Fuel,No,2,0
TXN007631,CUST0389,2552,9,Kolkata,Windows,Travel,No,5,0
TXN007632,CUST0132,1358,0,Pune,Windows,Shopping,No,4,1
TXN007633,CUST0584,1796,0,Kolkata,Windows,Grocery,No,1,0
TXN007634,CUST0775,2256,2,Dubai,MacBook,Shopping,Yes,4,1
TXN007635,CUST0395,6716,9,Bengaluru,iPhone,Shopping,No,3,0
TXN007636,CUST0917,826,19,Lucknow,iPhone,Grocery,No,5,0
TXN007637,CUST0424,359,1,Mumbai,Windows,Shopping,No,1,0
TXN007638,CUST0184,3749,11,Dubai,iPhone,,Yes,3,0
TXN007639,CUST0611,17718,15,Jaipur,Windows,Travel,No,3,0
TXN007640,CUST0365,238,3,Hyderabad,Windows,Shopping,No,2,0
TXN007641,CUST0735,100,9,Ahmedabad,MacBook,Gaming,No,3,0
TXN007642,CUST0103,4909,2,Ahmedabad,,Shopping,No,5,1
TXN007643,CUST0002,284,7,Mumbai,MacBook,Fuel,No,4,0
TXN007644,CUST0834,2272,12,Jaipur,MacBook,Travel,No,2,0
TXN007645,CUST0075,2421,16,Lucknow,Windows,Crypto,No,5,0
TXN007646,CUST0044,1846,8,Chennai,MacBook,Electronics,No,2,0
TXN007647,CUST0605,158,0,Delhi,iPhone,Restaurant,No,3,0
TXN007648,CUST0793,8994,17,Chennai,MacBook,Shopping,No,5,0
TXN007649,CUST0733,619,17,Mumbai,MacBook,Shopping,No,4,0
TXN007650,CUST0483,8283,6,Jaipur,iPhone,Travel,No,5,0
TXN007651,CUST0810,6677,17,Jaipur,iPhone,Electronics,No,5,0
TXN007652,CUST0364,2394,6,Lucknow,Windows,Gaming,No,5,0
TXN007653,CUST0080,1665,6,Ahmedabad,,Travel,No,1,0
TXN007654,CUST0947,18054,8,Jaipur,MacBook,Fuel,No,5,0
TXN007655,CUST0104,6144,7,Chennai,Android,Fuel,No,4,0
TXN007656,CUST0900,8812,1,Jaipur,Windows,Travel,No,3,0
TXN007657,CUST0746,5081,21,Delhi,iPhone,Restaurant,No,2,0
TXN007658,CUST0682,100,8,Hyderabad,Windows,Electronics,No,3,0
TXN007659,CUST0170,24330,10,Chennai,iPhone,Crypto,No,2,0
TXN007660,CUST0331,3432,11,Bengaluru,iPhone,Fuel,No,2,0
TXN007661,CUST0680,2136,22,Ahmedabad,Android,Gaming,No,1,0
TXN007662,CUST0065,1130,1,Bengaluru,Android,Fuel,No,3,0
TXN007663,CUST0150,795,18,Pune,Windows,Crypto,No,1,0
TXN007664,CUST0114,11138,3,Bengaluru,Android,Shopping,No,2,0
TXN007665,CUST0257,21021,22,Ahmedabad,Android,Travel,No,2,0
TXN007666,CUST0954,1112,21,Bengaluru,iPhone,Fuel,No,4,0
TXN007667,CUST0838,978,13,Jaipur,Unknown,Fuel,No,1,0
TXN007668,CUST0002,276,2,Mumbai,MacBook,Shopping,No,1,0
TXN007669,CUST0126,1484,13,Hyderabad,Android,Travel,No,3,0
TXN007670,CUST0641,1697,12,Hyderabad,iPhone,Restaurant,No,2,0
TXN007671,CUST0562,1359,23,Hyderabad,iPhone,Crypto,No,5,0
TXN007672,CUST0315,100,3,Hyderabad,Android,Crypto,No,2,0
TXN007673,CUST0180,3680,16,Chennai,,Grocery,No,3,0
TXN007674,CUST0205,904,16,Pune,Android,Grocery,No,3,0
TXN007675,CUST0748,8567,19,Jaipur,Android,Electronics,No,2,0
TXN007676,CUST0538,572,20,Hyderabad,Android,Crypto,No,2,0
TXN007677,CUST0340,5214,14,Pune,MacBook,Gaming,No,2,0
TXN007678,CUST0479,100,9,Moscow,Android,,Yes,5,1
TXN007679,CUST0981,6866,11,Pune,MacBook,Fuel,No,3,0
TXN007680,CUST0348,1546,10,Kolkata,MacBook,Travel,No,3,0
TXN007681,CUST0172,13490,19,Hyderabad,MacBook,Travel,No,2,0
TXN007682,CUST0142,1911,3,Pune,MacBook,Electronics,No,2,0
TXN007683,CUST0271,1718,16,Hyderabad,iPhone,Restaurant,No,5,0
TXN007684,CUST0548,2348,1,Jaipur,Windows,Restaurant,No,5,0
TXN007685,CUST0078,2310,20,Ahmedabad,iPhone,Fuel,No,2,0
TXN007686,CUST0737,5991,8,Jaipur,MacBook,,No,4,0
TXN007687,CUST0529,11991,3,Bengaluru,iPhone,Travel,No,4,1
TXN007688,CUST0382,1163,7,Pune,iPhone,Restaurant,No,3,0
TXN007689,CUST0871,2271,2,Bengaluru,iPhone,Fuel,No,2,0
TXN007690,CUST0068,5307,9,Lucknow,MacBook,Restaurant,No,1,0
TXN007691,CUST0289,13027,7,Mumbai,Android,Grocery,No,3,0
TXN007692,CUST0344,2177,21,Delhi,iPhone,Gaming,No,4,1
TXN007693,CUST0677,1723,4,Pune,iPhone,Gaming,No,4,0
TXN007694,CUST0638,1354,20,Kolkata,MacBook,Gaming,No,2,0
TXN007695,CUST0360,1250,12,Mumbai,iPhone,Electronics,No,1,0
TXN007696,CUST0066,1159,6,Kolkata,iPhone,Crypto,No,3,0
TXN007697,CUST0633,13730,19,Jaipur,MacBook,Gaming,No,4,0
TXN007698,CUST0195,634,6,Lucknow,Windows,Grocery,No,4,0
TXN007699,CUST0116,1875,3,Mumbai,iPhone,,No,1,0
TXN007700,CUST0674,5004,11,Delhi,iPhone,Fuel,No,1,0
TXN007701,CUST0148,24479,15,London,iPhone,Electronics,Yes,2,0
TXN007702,CUST0132,1050,22,Jaipur,iPhone,Shopping,No,2,0
TXN007703,CUST0665,1700,22,Ahmedabad,iPhone,Fuel,No,3,0
TXN007704,CUST0238,6126,6,Chennai,MacBook,Fuel,No,4,0
TXN007705,CUST0416,7940,23,Kolkata,iPhone,Gaming,No,3,0
TXN007706,CUST0695,338,9,Jaipur,MacBook,Grocery,No,4,0
TXN007707,CUST0118,4598,3,Lucknow,Android,Travel,No,1,0
TXN007708,CUST0811,2471,3,Jaipur,,Gaming,No,2,0
TXN007709,CUST0246,735,18,Kolkata,MacBook,Fuel,No,3,0
TXN007710,CUST0663,755,11,Hyderabad,Unknown,Restaurant,No,4,0
TXN007711,CUST0309,3439,4,Ahmedabad,MacBook,Electronics,No,3,0
TXN007712,CUST0817,4097,16,London,Android,Crypto,Yes,5,0
TXN007713,CUST0457,410,2,Hyderabad,Android,Gaming,No,3,0
TXN007714,CUST0886,4772,0,Ahmedabad,MacBook,Gaming,No,1,0
TXN007715,CUST0070,4923,15,Kolkata,iPhone,Electronics,No,1,0
TXN007716,CUST0062,2979,4,Delhi,Android,Electronics,No,2,0
TXN007717,CUST0283,502,9,Kolkata,MacBook,Shopping,No,4,0
TXN007718,CUST0400,2237,13,Lucknow,Windows,Crypto,No,4,1
TXN007719,CUST0552,1195,16,Delhi,iPhone,,No,4,0
TXN007720,CUST0735,512,14,Ahmedabad,MacBook,Gaming,No,4,0
TXN007721,CUST0296,5845,18,London,iPhone,Electronics,Yes,3,0
TXN007722,CUST0718,9236,4,Kolkata,iPhone,Shopping,No,1,0
TXN007723,CUST0656,4274,16,Kolkata,iPhone,Fuel,No,3,0
TXN007724,CUST0426,14864,15,Kolkata,MacBook,,No,3,0
TXN007725,CUST0284,6019,20,Hyderabad,Android,Travel,No,4,0
TXN007726,CUST0612,485,14,Kolkata,Windows,Gaming,No,5,0
TXN007727,CUST0803,1807,23,Chennai,iPhone,Grocery,No,3,0
TXN007728,CUST0647,419,20,Delhi,Windows,Grocery,No,1,0
TXN007729,CUST0497,7999,6,Mumbai,MacBook,Restaurant,No,4,0
TXN007730,CUST0177,14911,11,Kolkata,Android,Restaurant,No,5,0
TXN007731,CUST0642,1066,17,Kolkata,iPhone,Restaurant,No,3,0
TXN007732,CUST0054,3802,11,Pune,MacBook,Restaurant,No,3,0
TXN007733,CUST0872,861,3,Hyderabad,MacBook,Travel,No,4,0
TXN007734,CUST0329,9440,4,Mumbai,MacBook,Restaurant,No,3,1
TXN007735,CUST0316,3117,4,Kolkata,Android,Restaurant,No,1,0
TXN007736,CUST0190,782,4,Ahmedabad,Android,Crypto,No,3,0
TXN007737,CUST0927,3323,18,Jaipur,Windows,Crypto,No,3,0
TXN007738,CUST0161,1518,22,Lucknow,MacBook,Fuel,No,3,0
TXN007739,CUST0526,4905,14,Bengaluru,MacBook,Gaming,No,2,0
TXN007740,CUST0450,20987,5,Ahmedabad,iPhone,Shopping,No,2,0
TXN007741,CUST0998,820,3,Hyderabad,iPhone,Shopping,No,2,0
TXN007742,CUST0061,1469,11,Lucknow,iPhone,Travel,No,1,0
TXN007743,CUST0407,2775,18,Hyderabad,Android,Travel,No,5,0
TXN007744,CUST0533,24243,8,Kolkata,iPhone,Shopping,No,4,0
TXN007745,CUST0257,17334,18,Ahmedabad,,Grocery,No,1,0
TXN007746,CUST0814,1604,21,Kolkata,Android,Crypto,No,4,0
TXN007747,CUST0414,29058,23,Ahmedabad,iPhone,Crypto,No,2,0
TXN007748,CUST0251,4199,5,Mumbai,iPhone,Gaming,No,3,0
TXN007749,CUST0128,3432,19,Mumbai,Windows,Restaurant,No,5,0
TXN007750,CUST0418,28020,0,Chennai,Android,Shopping,No,1,0
TXN007751,CUST0973,625,8,Hyderabad,Windows,Restaurant,No,2,0
TXN007752,CUST0034,6510,15,Delhi,iPhone,Shopping,No,1,0
TXN007753,CUST0809,6727,21,Lucknow,Windows,Restaurant,No,2,0
TXN007754,CUST0147,6788,17,Chennai,Android,Travel,No,5,0
TXN007755,CUST0581,1478,6,Pune,Android,Electronics,No,2,0
TXN007756,CUST0554,2276,23,Bengaluru,Android,Crypto,No,4,0
TXN007757,CUST0684,385,16,Lucknow,Android,Grocery,No,1,0
TXN007758,CUST0107,2277,2,Mumbai,MacBook,Travel,No,2,0
TXN007759,CUST0704,399,18,Bengaluru,Android,Shopping,No,3,0
TXN007760,CUST0947,5104,5,Jaipur,MacBook,Travel,No,1,0
TXN007761,CUST0277,20271,9,Chennai,MacBook,Crypto,No,2,0
TXN007762,CUST0645,5555,5,Kolkata,Android,Crypto,No,5,1
TXN007763,CUST0036,423,8,London,iPhone,,Yes,4,0
TXN007764,CUST0108,4407,12,Pune,MacBook,Electronics,No,2,0
TXN007765,CUST0479,3419,18,Jaipur,Android,Gaming,No,1,0
TXN007766,CUST0136,502,3,Bengaluru,MacBook,Crypto,No,1,0
TXN007767,CUST0760,9673,12,Mumbai,iPhone,Grocery,No,3,0
TXN007768,CUST0485,100,21,Pune,MacBook,Crypto,No,3,0
TXN007769,CUST0270,1667,9,Lucknow,Windows,Electronics,No,2,0
TXN007770,CUST0502,3271,14,Chennai,iPhone,Crypto,No,4,0
TXN007771,CUST0947,21025,1,Jaipur,MacBook,Crypto,No,2,0
TXN007772,CUST0244,1247,14,Pune,Windows,Crypto,No,3,0
TXN007773,CUST0791,9458,10,Delhi,MacBook,Travel,No,1,0
TXN007774,CUST0088,2452,18,Hyderabad,iPhone,Travel,No,4,0
TXN007775,CUST0750,2903,7,Pune,Android,Crypto,No,4,0
TXN007776,CUST0620,6020,2,Kolkata,Android,Gaming,No,5,0
TXN007777,CUST0185,18886,11,Delhi,MacBook,Gaming,No,2,0
TXN007778,CUST0816,579,18,Bengaluru,Android,Restaurant,No,2,0
TXN007779,CUST0134,2902,19,Lucknow,iPhone,Electronics,No,1,0
TXN007780,CUST0566,877,14,Mumbai,MacBook,Crypto,No,1,0
TXN007781,CUST0502,1667,12,Chennai,iPhone,Restaurant,No,3,0
TXN007782,CUST0884,1429,11,Hyderabad,Windows,Shopping,No,4,0
TXN007783,CUST0444,6390,0,Mumbai,Android,Shopping,No,3,0
TXN007784,CUST0049,958,16,Chennai,iPhone,Shopping,No,4,0
TXN007785,CUST0524,20730,6,Ahmedabad,iPhone,Travel,No,5,0
TXN007786,CUST0187,13283,12,Pune,MacBook,Grocery,No,5,0
TXN007787,CUST0968,1571,0,Jaipur,iPhone,Travel,No,2,0
TXN007788,CUST0053,2752,0,Hyderabad,Windows,Gaming,No,3,0
TXN007789,CUST0014,3258,19,Jaipur,iPhone,Grocery,No,3,0
TXN007790,CUST0482,9744,0,Mumbai,Android,Shopping,No,2,0
TXN007791,CUST0464,2176,2,Jaipur,iPhone,Shopping,No,4,0
TXN007792,CUST0296,3858,14,Lucknow,iPhone,Shopping,No,5,0
TXN007793,CUST0180,1694,20,Chennai,iPhone,Electronics,No,5,0
TXN007794,CUST0336,969,8,Kolkata,MacBook,Restaurant,No,5,0
TXN007795,CUST0253,1469,23,Bengaluru,iPhone,Crypto,No,5,0
TXN007796,CUST0894,4324,16,Chennai,iPhone,Grocery,No,4,0
TXN007797,CUST0179,507,16,Moscow,iPhone,Travel,Yes,5,0
TXN007798,CUST0646,1398,21,Ahmedabad,Android,Grocery,No,5,0
TXN007799,CUST0819,5975,16,Ahmedabad,iPhone,Grocery,No,3,0
TXN007800,CUST0020,100,19,Delhi,Android,Restaurant,No,4,0
TXN007801,CUST0151,772,8,Kolkata,Windows,Restaurant,No,2,0
TXN007802,CUST0496,3381,11,Pune,MacBook,Gaming,No,2,0
TXN007803,CUST0817,7397,4,Kolkata,Android,Gaming,No,2,0
TXN007804,CUST0190,5226,4,Ahmedabad,Android,Travel,No,2,0
TXN007805,CUST0150,1102,10,Pune,Windows,Shopping,No,2,0
TXN007806,CUST0581,1040,14,Pune,Android,Crypto,No,3,0
TXN007807,CUST0835,15840,22,Chennai,Android,Crypto,No,2,0
TXN007808,CUST0304,8888,18,Bengaluru,MacBook,Shopping,No,2,0
TXN007809,CUST0596,4483,13,Kolkata,Windows,Travel,No,4,0
TXN007810,CUST0332,100,4,Delhi,Android,Electronics,No,4,0
TXN007811,CUST0068,7581,21,Lucknow,MacBook,Restaurant,No,1,0
TXN007812,CUST0465,4408,4,Pune,Windows,Fuel,No,5,0
TXN007813,CUST0270,1334,12,Lucknow,Windows,Grocery,No,4,0
TXN007814,CUST0960,867,6,Ahmedabad,Android,Travel,No,1,0
TXN007815,CUST0994,1905,12,Mumbai,iPhone,Crypto,No,3,0
TXN007816,CUST0364,3189,19,Lucknow,Windows,Fuel,No,5,0
TXN007817,CUST0389,1180,13,Kolkata,Windows,Restaurant,No,2,0
TXN007818,CUST0203,2142,12,Hyderabad,iPhone,Travel,No,1,0
TXN007819,CUST0868,8353,9,Bengaluru,,Electronics,No,2,0
TXN007820,CUST0909,11872,21,Chennai,,Fuel,No,4,0
TXN007821,CUST0160,2848,13,Jaipur,,Gaming,No,3,0
TXN007822,CUST0726,25524,8,Delhi,,Restaurant,No,3,0
TXN007823,CUST0135,295,20,Bengaluru,,Gaming,No,2,0
TXN007824,CUST0997,1668,16,Delhi,Windows,Grocery,No,2,0
TXN007825,CUST0264,6984,14,Kolkata,Windows,Fuel,No,1,0
TXN007826,CUST0678,1837,5,Hyderabad,Windows,Shopping,No,5,0
TXN007827,CUST0335,1258,0,Pune,MacBook,Restaurant,No,4,0
TXN007828,CUST0104,3544,0,Chennai,Android,Travel,No,1,0
TXN007829,CUST0989,1625,6,Hyderabad,MacBook,Shopping,No,3,0
TXN007830,CUST0231,5000,2,Ahmedabad,Android,Fuel,No,4,0
TXN007831,CUST0236,4265,6,Lucknow,Android,Fuel,No,3,0
TXN007832,CUST0893,1723,8,Lucknow,MacBook,Restaurant,No,3,0
TXN007833,CUST0310,479,3,Lucknow,iPhone,Restaurant,No,2,0
TXN007834,CUST0034,4860,12,Delhi,iPhone,Electronics,No,3,0
TXN007835,CUST0792,4151,17,Kolkata,Windows,Electronics,No,3,0
TXN007836,CUST0472,11218,3,Lucknow,Windows,Fuel,No,5,0
TXN007837,CUST0680,1712,20,Ahmedabad,Android,Restaurant,No,3,0
TXN007838,CUST0965,804,9,Delhi,MacBook,Electronics,No,3,0
TXN007839,CUST0255,1546,23,Ahmedabad,Windows,Shopping,No,5,0
TXN007840,CUST0990,1915,13,Pune,Windows,Gaming,No,3,0
TXN007841,CUST0870,3573,12,Kolkata,Windows,Grocery,No,3,0
TXN007842,CUST0280,1293,7,Jaipur,Android,Gaming,No,2,0
TXN007843,CUST0392,2010,15,Jaipur,iPhone,Electronics,No,4,0
TXN007844,CUST0005,3339,13,Delhi,iPhone,Travel,No,2,0
TXN007845,CUST0824,2493,2,Ahmedabad,Android,Electronics,No,1,0
TXN007846,CUST0679,31526,21,Ahmedabad,Windows,Restaurant,No,5,0
TXN007847,CUST0437,2602,14,Ahmedabad,Android,Crypto,No,2,0
TXN007848,CUST0067,10227,19,Delhi,Windows,Crypto,No,4,0
TXN007849,CUST0566,1117,20,Mumbai,,Crypto,No,3,0
TXN007850,CUST0504,886,8,Delhi,MacBook,Fuel,No,5,0
TXN007851,CUST0841,32275,4,Delhi,MacBook,Fuel,No,4,0
TXN007852,CUST0998,512,10,Hyderabad,iPhone,,No,1,0
TXN007853,CUST0445,1367,3,Jaipur,MacBook,Electronics,No,1,0
TXN007854,CUST0233,561,19,Ahmedabad,MacBook,Crypto,No,4,0
TXN007855,CUST0345,789,9,Pune,Android,Grocery,No,5,0
TXN007856,CUST0302,227,2,Pune,Windows,Grocery,No,5,0
TXN007857,CUST0362,1964,12,Delhi,iPhone,Grocery,No,2,0
TXN007858,CUST0522,1383,10,Mumbai,MacBook,Restaurant,No,2,0
TXN007859,CUST0119,100,6,Chennai,Android,,No,4,0
TXN007860,CUST0525,7967,6,Delhi,Android,Shopping,No,3,0
TXN007861,CUST0549,6026,22,Mumbai,iPhone,Fuel,No,5,0
TXN007862,CUST0475,2464,14,Chennai,iPhone,Crypto,No,5,0
TXN007863,CUST0152,662,4,Mumbai,Android,Electronics,No,2,0
TXN007864,CUST0500,1328,22,Bengaluru,Windows,Restaurant,No,5,0
TXN007865,CUST0510,926,3,Lucknow,Android,Crypto,No,3,0
TXN007866,CUST0882,315,6,Chennai,Windows,Travel,No,3,0
TXN007867,CUST0200,2072,19,Chennai,Android,Grocery,No,4,0
TXN007868,CUST0682,1599,18,Hyderabad,Windows,Restaurant,No,5,0
